"appearance_id","book_id","city_id"
"4119","19","4566880"
"4120","19","4569298"
"4121","19","4618057"
"4122","19","4688275"
"4123","19","4711725"
"4124","19","4717560"
"4125","19","4722625"
"4126","19","4739157"
"4127","19","4744091"
"4128","19","4778626"
"4129","19","4779999"
"4130","19","4791160"
"4131","19","4830668"
"4132","19","4880889"
"4133","19","4893591"
"4134","19","4915545"
"4135","19","4917592"
"4136","19","4921402"
"4137","19","4946620"
"4138","19","4987482"
"4139","19","4996248"
"4140","19","5066001"
"4141","19","5091383"
"4142","19","5096798"
"4143","19","5100572"
"4144","19","5107760"
"4145","19","5113779"
"4146","19","5134295"
"4147","19","5156371"
"4148","19","5162512"
"4149","19","5178940"
"4150","19","5224082"
"4151","19","5224151"
"4152","19","5229794"
"4153","19","5247415"
"4154","19","5317058"
"4155","19","5324105"
"4156","19","5333689"
"4157","19","5339631"
"4158","19","5351428"
"4159","19","5356868"
"4160","19","5406421"
"4161","19","5408406"
"4162","19","5422191"
"4163","19","5441492"
"4164","19","5443910"
"4165","19","5540831"
"4166","19","5549222"
"4167","19","5563397"
"4168","19","5775863"
"4169","19","5780802"
"4170","19","5928065"
"4171","19","5937615"
"4172","19","5943865"
"4173","19","6058560"
"4174","19","6174041"
"4175","19","6176823"
"4176","19","6301965"
"4177","19","6691227"
"4178","19","7260219"
"4179","19","7262464"
"4180","20","60019"
"4181","20","178522"
"4182","20","219057"
"4183","20","255683"
"4184","20","259245"
"4185","20","281133"
"4186","20","281184"
"4187","20","286245"
"4188","20","294421"
"4189","20","298117"
"4190","20","299137"
"4191","20","304081"
"4192","20","320871"
"4193","20","339219"
"4194","20","360630"
"4195","20","361058"
"4196","20","377241"
"4197","20","491687"
"4198","20","492944"
"4199","20","498817"
"4200","20","509987"
"4201","20","514171"
"4202","20","524901"
"4203","20","533690"
"4204","20","572665"
"4205","20","629634"
"4206","20","668732"
"4207","20","679550"
"4208","20","686502"
"4209","20","712861"
"4210","20","729581"
"4211","20","741240"
"4212","20","749795"
"4213","20","756135"
"4214","20","792456"
"4215","20","833262"
"4216","20","935264"
"4217","20","1150490"
"4218","20","1163224"
"4219","20","1164076"
"4220","20","1181611"
"4221","20","1209562"
"4222","20","1218667"
"4223","20","1252885"
"4224","20","1252887"
"4225","20","1253013"
"4226","20","1253785"
"4227","20","1253786"
"4228","20","1254054"
"4229","20","1254675"
"4230","20","1258099"
"4231","20","1262574"
"4232","20","1262824"
"4233","20","1263293"
"4234","20","1263309"
"4235","20","1263311"
"4236","20","1265053"
"4237","20","1269751"
"4238","20","1272513"
"4239","20","1274553"
"4240","20","1274837"
"4241","20","1276736"
"4242","20","1276948"
"4243","20","1277841"
"4244","20","1282027"
"4245","20","1348818"
"4246","20","1490140"
"4247","20","1508943"
"4248","20","1513023"
"4249","20","1519030"
"4250","20","1608452"
"4251","20","1635283"
"4252","20","1639002"
"4253","20","1694498"
"4254","20","1700360"
"4255","20","1707049"
"4256","20","1708291"
"4257","20","1712808"
"4258","20","1714441"
"4259","20","1722433"
"4260","20","1725919"
"4261","20","1730097"
"4262","20","1851368"
"4263","20","1854530"
"4264","20","1863611"
"4265","20","1864557"
"4266","20","2098329"
"4267","20","2113115"
"4268","20","2130421"
"4269","20","2154219"
"4270","20","2157343"
"4271","20","2171168"
"4272","20","2173741"
"4273","20","2179537"
"4274","20","2186280"
"4275","20","2216645"
"4276","20","2284647"
"4277","20","2294206"
"4278","20","2300379"
"4279","20","2301639"
"4280","20","2328090"
"4281","20","2330719"
"4282","20","2335953"
"4283","20","2343252"
"4284","20","2344600"
"4285","20","2347209"
"4286","20","2347330"
"4287","20","2347592"
"4288","20","2356454"
"4289","20","2358382"
"4290","20","2361082"
"4291","20","2365267"
"4292","20","2387495"
"4293","20","2391893"
"4294","20","2394824"
"4295","20","2403094"
"4296","20","2410048"
"4297","20","2420884"
"4298","20","2426240"
"4299","20","2429296"
"4300","20","2451778"
"4301","20","2464470"
"4302","20","2479609"
"4303","20","2485926"
"4304","20","2487452"
"4305","20","2501152"
"4306","20","2507480"
"4307","20","2516443"
"4308","20","2522713"
"4309","20","2523650"
"4310","20","2525646"
"4311","20","2548885"
"4312","20","2634573"
"4313","20","2634579"
"4314","20","2638703"
"4315","20","2640729"
"4316","20","2641810"
"4317","20","2643071"
"4318","20","2643743"
"4319","20","2647644"
"4320","20","2649024"
"4321","20","2650023"
"4322","20","2651048"
"4323","20","2654675"
"4324","20","2657996"
"4325","20","2658377"
"4326","20","2658761"
"4327","20","2659127"
"4328","20","2659496"
"4329","20","2661169"
"4330","20","2661552"
"4331","20","2661646"
"4332","20","2721259"
"4333","20","2745912"
"4334","20","2747891"
"4335","20","2749234"
"4336","20","2755003"
"4337","20","2756059"
"4338","20","2756161"
"4339","20","2759794"
"4340","20","2761369"
"4341","20","2782067"
"4342","20","2783985"
"4343","20","2789786"
"4344","20","2790471"
"4345","20","2790869"
"4346","20","2791067"
"4347","20","2792360"
"4348","20","2792413"
"4349","20","2796696"
"4350","20","2797656"
"4351","20","2798297"
"4352","20","2800063"
"4353","20","2800866"
"4354","20","2803010"
"4355","20","2803033"
"4356","20","2803160"
"4357","20","2807465"
"4358","20","2812482"
"4359","20","2820256"
"4360","20","2821807"
"4361","20","2825297"
"4362","20","2826287"
"4363","20","2834282"
"4364","20","2834978"
"4365","20","2844265"
"4366","20","2852458"
"4367","20","2853572"
"4368","20","2855328"
"4369","20","2857458"
"4370","20","2867714"
"4371","20","2868936"
"4372","20","2872649"
"4373","20","2873263"
"4374","20","2873891"
"4375","20","2874545"
"4376","20","2879139"
"4377","20","2881485"
"4378","20","2891951"
"4379","20","2893438"
"4380","20","2895044"
"4381","20","2911298"
"4382","20","2911520"
"4383","20","2913192"
"4384","20","2918752"
"4385","20","2921232"
"4386","20","2923544"
"4387","20","2929670"
"4388","20","2931871"
"4389","20","2935022"
"4390","20","2939951"
"4391","20","2940204"
"4392","20","2946447"
"4393","20","2950159"
"4394","20","2951881"
"4395","20","2954172"
"4396","20","2960316"
"4397","20","2968546"
"4398","20","2968705"
"4399","20","2969284"
"4400","20","2969562"
"4401","20","2969679"
"4402","20","2970110"
"4403","20","2971041"
"4404","20","2971053"
"4405","20","2971549"
"4406","20","2972191"
"4407","20","2972315"
"4408","20","2972328"
"4409","20","2972350"
"4410","20","2972811"
"4411","20","2973385"
"4412","20","2974389"
"4413","20","2974678"
"4414","20","2975050"
"4415","20","2975088"
"4416","20","2975349"
"4417","20","2977356"
"4418","20","2980816"
"4419","20","2980916"
"4420","20","2981041"
"4421","20","2982652"
"4422","20","2984513"
"4423","20","2986140"
"4424","20","2988358"
"4425","20","2988507"
"4426","20","2989317"
"4427","20","2989460"
"4428","20","2990919"
"4429","20","2990969"
"4430","20","2990970"
"4431","20","2990999"
"4432","20","2991772"
"4433","20","2992090"
"4434","20","2992229"
"4435","20","2992650"
"4436","20","2993458"
"4437","20","2994144"
"4438","20","2994798"
"4439","20","2995469"
"4440","20","2996944"
"4441","20","2997110"
"4442","20","2997246"
"4443","20","2997336"
"4444","20","2998324"
"4445","20","3005866"
"4446","20","3007477"
"4447","20","3016667"
"4448","20","3017253"
"4449","20","3018074"
"4450","20","3018095"
"4451","20","3018794"
"4452","20","3019265"
"4453","20","3020035"
"4454","20","3020062"
"4455","20","3020307"
"4456","20","3021263"
"4457","20","3021372"
"4458","20","3021411"
"4459","20","3022376"
"4460","20","3024066"
"4461","20","3024597"
"4462","20","3024635"
"4463","20","3025892"
"4464","20","3026083"
"4465","20","3029162"
"4466","20","3029241"
"4467","20","3030300"
"4468","20","3030960"
"4469","20","3030990"
"4470","20","3031582"
"4471","20","3032213"
"4472","20","3033123"
"4473","20","3033415"
"4474","20","3034006"
"4475","20","3034475"
"4476","20","3035409"
"4477","20","3035681"
"4478","20","3035883"
"4479","20","3036784"
"4480","20","3037423"
"4481","20","3037854"
"4482","20","3038634"
"4483","20","3038789"
"4484","20","3046686"
"4485","20","3052241"
"4486","20","3058780"
"4487","20","3064379"
"4488","20","3067696"
"4489","20","3068766"
"4490","20","3070291"
"4491","20","3088461"
"4492","20","3105976"
"4493","20","3106050"
"4494","20","3106672"
"4495","20","3107364"
"4496","20","3117409"
"4497","20","3117735"
"4498","20","3118532"
"4499","20","3120304"
"4500","20","3127461"
"4501","20","3128291"
"4502","20","3129857"
"4503","20","3151770"
"4504","20","3164419"
"4505","20","3164527"
"4506","20","3164603"
"4507","20","3165185"
"4508","20","3165201"
"4509","20","3165524"
"4510","20","3167044"
"4511","20","3168843"
"4512","20","3169070"
"4513","20","3169231"
"4514","20","3169412"
"4515","20","3171058"
"4516","20","3171366"
"4517","20","3171457"
"4518","20","3172394"
"4519","20","3172629"
"4520","20","3173160"
"4521","20","3173435"
"4522","20","3173775"
"4523","20","3174530"
"4524","20","3174638"
"4525","20","3175532"
"4526","20","3176219"
"4527","20","3176959"
"4528","20","3178197"
"4529","20","3180423"
"4530","20","3181554"
"4531","20","3181631"
"4532","20","3181928"
"4533","20","3182179"
"4534","20","3182210"
"4535","20","3182351"
"4536","20","3183364"
"4537","20","3185012"
"4538","20","3204509"
"4539","20","3359510"
"4540","20","3377408"
"4541","20","3385077"
"4542","20","3393465"
"4543","20","3395380"
"4544","20","3406263"
"4545","20","3429576"
"4546","20","3437954"
"4547","20","3439525"
"4548","20","3445596"
"4549","20","3445597"
"4550","20","3447779"
"4551","20","3455784"
"4552","20","3458662"
"4553","20","3459712"
"4554","20","3460005"
"4555","20","3463011"
"4556","20","3465713"
"4557","20","3470821"
"4558","20","3471368"
"4559","20","3471374"
"4560","20","3472520"
"4561","20","3514876"
"4562","20","3563843"
"4563","20","3571824"
"4564","20","3618030"
"4565","20","3667478"
"4566","20","3667991"
"4567","20","3673424"
"4568","20","3675707"
"4569","20","3688928"
"4570","20","3711668"
"4571","20","3712076"
"4572","20","3792392"
"4573","20","3866242"
"4574","20","3935572"
"4575","20","3938396"
"4576","20","3995050"
"4577","20","4062577"
"4578","20","4066811"
"4579","20","4081914"
"4580","20","4094163"
"4581","20","4141363"
"4582","20","4142290"
"4583","20","4148803"
"4584","20","4151352"
"4585","20","4163033"
"4586","20","4165565"
"4587","20","4165637"
"4588","20","4170965"
"4589","20","4171563"
"4590","20","4172372"
"4591","20","4176380"
"4592","20","4177703"
"4593","20","4180531"
"4594","20","4184845"
"4595","20","4186213"
"4596","20","4219762"
"4597","20","4291945"
"4598","20","4292188"
"4599","20","4314550"
"4600","20","4319435"
"4601","20","4330525"
"4602","20","4355585"
"4603","20","4357340"
"4604","20","4382072"
"4605","20","4395052"
"4606","20","4405434"
"4607","20","4407066"
"4608","20","4407237"
"4609","20","4440076"
"4610","20","4460243"
"4611","20","4461574"
"4612","20","4467657"
"4613","20","4475640"
"4614","20","4517698"
"4615","20","4520760"
"4616","20","4543762"
"4617","20","4558475"
"4618","20","4578737"
"4619","20","4608657"
"4620","20","4670300"
"4621","20","4672989"
"4622","20","4683317"
"4623","20","4702828"
"4624","20","4709272"
"4625","20","4716805"
"4626","20","4717560"
"4627","20","4735966"
"4628","20","4744091"
"4629","20","4748993"
"4630","20","4778626"
"4631","20","4791160"
"4632","20","4880889"
"4633","20","4893037"
"4634","20","4893591"
"4635","20","4900373"
"4636","20","4920473"
"4637","20","4932214"
"4638","20","4933743"
"4639","20","4938836"
"4640","20","4957003"
"4641","20","4959473"
"4642","20","4987990"
"4643","20","4996248"
"4644","20","4999837"
"4645","20","5012639"
"4646","20","5044407"
"4647","20","5084868"
"4648","20","5085520"
"4649","20","5095445"
"4650","20","5097315"
"4651","20","5100506"
"4652","20","5100604"
"4653","20","5102213"
"4654","20","5107152"
"4655","20","5126555"
"4656","20","5133273"
"4657","20","5134295"
"4658","20","5134453"
"4659","20","5141502"
"4660","20","5148480"
"4661","20","5149222"
"4662","20","5158164"
"4663","20","5166177"
"4664","20","5174358"
"4665","20","5196220"
"4666","20","5221077"
"4667","20","5224151"
"4668","20","5282835"
"4669","20","5294902"
"4670","20","5304391"
"4671","20","5317058"
"4672","20","5327098"
"4673","20","5327298"
"4674","20","5330582"
"4675","20","5333689"
"4676","20","5336537"
"4677","20","5338122"
"4678","20","5339111"
"4679","20","5359052"
"4680","20","5367565"
"4681","20","5374322"
"4682","20","5379513"
"4683","20","5381515"
"4684","20","5406421"
"4685","20","5422191"
"4686","20","5423294"
"4687","20","5462393"
"4688","20","5601538"
"4689","20","5656882"
"4690","20","5725846"
"4691","20","5774001"
"4692","20","5780026"
"4693","20","5780802"
"4694","20","5884083"
"4695","20","5928065"
"4696","20","5939219"
"4697","20","5941925"
"4698","20","6050610"
"4699","20","6058560"
"4700","20","6173508"
"4701","20","6176823"
"4702","20","6544495"
"4703","20","6640028"
"4704","20","7260219"
"4705","20","7262464"
"4706","20","8504950"
"4707","20","8858113"
"4708","20","11549785"
"4709","21","70979"
"4710","21","95788"
"4711","21","104515"
"4712","21","115019"
"4713","21","126914"
"4714","21","134518"
"4715","21","149606"
"4716","21","150276"
"4717","21","160892"
"4718","21","217745"
"4719","21","284011"
"4720","21","286245"
"4721","21","294421"
"4722","21","298117"
"4723","21","300619"
"4724","21","304013"
"4725","21","304081"
"4726","21","320871"
"4727","21","361702"
"4728","21","377241"
"4729","21","415189"
"4730","21","492944"
"4731","21","563472"
"4732","21","572665"
"4733","21","580660"
"4734","21","590031"
"4735","21","668732"
"4736","21","679452"
"4737","21","711350"
"4738","21","712861"
"4739","21","721239"
"4740","21","729114"
"4741","21","741240"
"4742","21","749795"
"4743","21","750605"
"4744","21","791580"
"4745","21","792456"
"4746","21","933366"
"4747","21","1138958"
"4748","21","1141269"
"4749","21","1150490"
"4750","21","1163927"
"4751","21","1164076"
"4752","21","1169825"
"4753","21","1170013"
"4754","21","1172451"
"4755","21","1176734"
"4756","21","1209562"
"4757","21","1217362"
"4758","21","1252885"
"4759","21","1252948"
"4760","21","1253150"
"4761","21","1253286"
"4762","21","1253785"
"4763","21","1253786"
"4764","21","1254360"
"4765","21","1254373"
"4766","21","1254675"
"4767","21","1255122"
"4768","21","1255211"
"4769","21","1255254"
"4770","21","1256029"
"4771","21","1256731"
"4772","21","1257456"
"4773","21","1258290"
"4774","21","1258292"
"4775","21","1258352"
"4776","21","1258474"
"4777","21","1258932"
"4778","21","1259012"
"4779","21","1259429"
"4780","21","1259905"
"4781","21","1259931"
"4782","21","1259986"
"4783","21","1260716"
"4784","21","1260718"
"4785","21","1261529"
"4786","21","1262253"
"4787","21","1262321"
"4788","21","1262574"
"4789","21","1262824"
"4790","21","1263309"
"4791","21","1263311"
"4792","21","1263780"
"4793","21","1264010"
"4794","21","1264455"
"4795","21","1264489"
"4796","21","1265053"
"4797","21","1265555"
"4798","21","1266209"
"4799","21","1266305"
"4800","21","1267648"
"4801","21","1268059"
"4802","21","1268214"
"4803","21","1268680"
"4804","21","1269751"
"4805","21","1269843"
"4806","21","1269935"
"4807","21","1270349"
"4808","21","1271113"
"4809","21","1272051"
"4810","21","1272181"
"4811","21","1272502"
"4812","21","1272639"
"4813","21","1272892"
"4814","21","1273294"
"4815","21","1273800"
"4816","21","1273874"
"4817","21","1274430"
"4818","21","1274987"
"4819","21","1275558"
"4820","21","1275701"
"4821","21","1275738"
"4822","21","1276067"
"4823","21","1276509"
"4824","21","1276533"
"4825","21","1276948"
"4826","21","1277289"
"4827","21","1277397"
"4828","21","1277398"
"4829","21","1277661"
"4830","21","1277841"
"4831","21","1278017"
"4832","21","1278432"
"4833","21","1278672"
"4834","21","1278815"
"4835","21","1279228"
"4836","21","1279233"
"4837","21","1279259"
"4838","21","1279335"
"4839","21","1279396"
"4840","21","1283401"
"4841","21","1513023"
"4842","21","1519030"
"4843","21","1608452"
"4844","21","1641792"
"4845","21","1645457"
"4846","21","1649824"
"4847","21","1670310"
"4848","21","1694498"
"4849","21","1695462"
"4850","21","1698103"
"4851","21","1698829"
"4852","21","1698839"
"4853","21","1712808"
"4854","21","1713226"
"4855","21","1725919"
"4856","21","1730097"
"4857","21","1734313"
"4858","21","1848004"
"4859","21","1852849"
"4860","21","1854022"
"4861","21","1854026"
"4862","21","1865309"
"4863","21","1898359"
"4864","21","1937031"
"4865","21","2025339"
"4866","21","2113115"
"4867","21","2130421"
"4868","21","2186280"
"4869","21","2202064"
"4870","21","2216645"
"4871","21","2217351"
"4872","21","2223293"
"4873","21","2225991"
"4874","21","2267057"
"4875","21","2278158"
"4876","21","2284647"
"4877","21","2294206"
"4878","21","2300379"
"4879","21","2310046"
"4880","21","2328090"
"4881","21","2335333"
"4882","21","2339156"
"4883","21","2344600"
"4884","21","2347209"
"4885","21","2356454"
"4886","21","2358100"
"4887","21","2359608"
"4888","21","2391893"
"4889","21","2394824"
"4890","21","2410048"
"4891","21","2420884"
"4892","21","2426240"
"4893","21","2451778"
"4894","21","2501152"
"4895","21","2513145"
"4896","21","2516797"
"4897","21","2520645"
"4898","21","2521215"
"4899","21","2530335"
"4900","21","2537763"
"4901","21","2548885"
"4902","21","2638678"
"4903","21","2640729"
"4904","21","2641810"
"4905","21","2642593"
"4906","21","2643071"
"4907","21","2646327"
"4908","21","2649322"
"4909","21","2650023"
"4910","21","2656173"
"4911","21","2661169"
"4912","21","2661646"
"4913","21","2734106"
"4914","21","2740637"
"4915","21","2742032"
"4916","21","2755476"
"4917","21","2759794"
"4918","21","2782067"
"4919","21","2791067"
"4920","21","2803010"
"4921","21","2803033"
"4922","21","2891122"
"4923","21","2923544"
"4924","21","2940204"
"4925","21","2983770"
"4926","21","2988358"
"4927","21","2988507"
"4928","21","3016702"
"4929","21","3021263"
"4930","21","3052241"
"4931","21","3055685"
"4932","21","3070291"
"4933","21","3106050"
"4934","21","3110983"
"4935","21","3111348"
"4936","21","3113415"
"4937","21","3114957"
"4938","21","3128760"
